alexnet,106523,4096,Flat,0,0.9623920917510986,0.16196584701538086,1745272877
alexnet,106523,4096,"PCA80,Flat",0,0.373582124710083,0.017245054244995117,102540181
alexnet,106523,4096,"IVF4096,Flat",0,26.249039888381958,0.01517796516418457,1813266787
alexnet,106523,4096,"IVF512,SQ4",38.3259220123291,3.595136880874634,0.011303186416625977,227436943
alexnet,106523,4096,"IVF4096,SQ8",259.5031740665436,23.1713809967041,0.008294105529785156,504344975
alexnet,106523,4096,"PCAR8,IMI2x10,SQ8",25.355949878692627,0.6789019107818604,0.00020503997802734375,70246167
alexnet,106523,4096,Flat,0.0014429092407226562,0.991279125213623,0.28273892402648926,1745272877
alexnet,106523,4096,"PCA80,Flat",20.980791091918945,0.39469194412231445,0.011779069900512695,102540181
alexnet,106523,4096,"IVF512,Flat",30.755708932876587,5.294479131698608,0.004467964172363281,1754517859
alexnet,106523,4096,"IVF512,SQ4",34.75102210044861,3.3820130825042725,0.011121749877929688,227436943
alexnet,106523,4096,"IVF512,SQ8",34.42436385154724,3.249147891998291,0.010582923889160156,445596047
alexnet,106523,4096,"PCAR8,IMI2x10,SQ8",22.48983120918274,0.5775988101959229,0.00028514862060546875,70246167
